row_id,GAME_ID,MATCHUP,LOCATION,W,FINAL_MARGIN,SHOT_NUMBER,PERIOD,GAME_CLOCK,SHOT_CLOCK,DRIBBLES,TOUCH_TIME,SHOT_DIST,PTS_TYPE,SHOT_RESULT,CLOSEST_DEFENDER,CLOSEST_DEFENDER_PLAYER_ID,CLOSE_DEF_DIST,FGM,PTS,player_name,player_id,made_avg,missed_avg,GAME_ID1,MATCHUP1,LOCATION1,W1,FINAL_MARGIN1,SHOT_NUMBER1,PERIOD1,GAME_CLOCK1,SHOT_CLOCK1,DRIBBLES1,TOUCH_TIME1,SHOT_DIST1,PTS_TYPE1,SHOT_RESULT1,CLOSEST_DEFENDER1,CLOSEST_DEFENDER_PLAYER_ID1,CLOSE_DEF_DIST1,FGM1,PTS1,player_name1,player_id1,made_avg1,missed_avg1,GAME_ID2,MATCHUP2,LOCATION2,W2,FINAL_MARGIN2,SHOT_NUMBER2,PERIOD2,GAME_CLOCK2,SHOT_CLOCK2,DRIBBLES2,TOUCH_TIME2,SHOT_DIST2,PTS_TYPE2,SHOT_RESULT2,CLOSEST_DEFENDER2,CLOSEST_DEFENDER_PLAYER_ID2,CLOSE_DEF_DIST2,FGM2,PTS2,player_name2,player_id2,made_avg2,missed_avg2
0,21400006,"OCT 29, 2014 - BKN @ BOS",-1,-1,-16,1,1,697,5.2,0,0.8,15.7,2,0,"Olynyk, Kelly",203482,3.8,0,0,kevin garnett,708,0.469827586,0.528358209,21400006,"OCT 29, 2014 - BKN @ BOS",-1,-1,-16,3,1,382,1.6,0,0.8,6.7,2,1,"Olynyk, Kelly",203482,1.7,1,2,kevin garnett,708,0.469827586,0.528358209,21400006,"OCT 29, 2014 - BKN @ BOS",-1,-1,-16,3,1,382,1.6,0,0.8,6.7,2,1,"Olynyk, Kelly",203482,1.7,1,2,kevin garnett,708,0.469827586,0.528358209
1,21400006,"OCT 29, 2014 - BKN @ BOS",-1,-1,-16,3,1,382,1.6,0,0.8,6.7,2,1,"Olynyk, Kelly",203482,1.7,1,2,kevin garnett,708,0.469827586,0.528358209,21400006,"OCT 29, 2014 - BKN @ BOS",-1,-1,-16,3,1,382,1.6,0,0.8,6.7,2,1,"Olynyk, Kelly",203482,1.7,1,2,kevin garnett,708,0.469827586,0.528358209,21400006,"OCT 29, 2014 - BKN @ BOS",-1,-1,-16,3,1,382,1.6,0,0.8,6.7,2,1,"Olynyk, Kelly",203482,1.7,1,2,kevin garnett,708,0.469827586,0.528358209
2,21400006,"OCT 29, 2014 - BKN @ BOS",-1,-1,-16,4,2,553,5,1,3.6,11.6,2,0,"Bradley, Avery",202340,3.4,0,0,kevin garnett,708,0.469827586,0.555858311,21400006,"OCT 29, 2014 - BKN @ BOS",-1,-1,-16,3,1,382,1.6,0,0.8,6.7,2,1,"Olynyk, Kelly",203482,1.7,1,2,kevin garnett,708,0.469827586,0.528358209,21400006,"OCT 29, 2014 - BKN @ BOS",-1,-1,-16,3,1,382,1.6,0,0.8,6.7,2,1,"Olynyk, Kelly",203482,1.7,1,2,kevin garnett,708,0.469827586,0.528358209
3,21400006,"OCT 29, 2014 - BKN @ BOS",-1,-1,-16,5,2,248,15.2,0,1.4,5.5,2,1,"Sullinger, Jared",203096,1.1,1,2,kevin garnett,708,0.469827586,0.550480769,21400006,"OCT 29, 2014 - BKN @ BOS",-1,-1,-16,4,2,553,5,1,3.6,11.6,2,0,"Bradley, Avery",202340,3.4,0,0,kevin garnett,708,0.469827586,0.555858311,21400006,"OCT 29, 2014 - BKN @ BOS",-1,-1,-16,3,1,382,1.6,0,0.8,6.7,2,1,"Olynyk, Kelly",203482,1.7,1,2,kevin garnett,708,0.469827586,0.528358209
4,21400006,"OCT 29, 2014 - BKN @ BOS",-1,-1,-16,6,3,506,16,0,0.8,20.6,2,1,"Olynyk, Kelly",203482,5.5,1,2,kevin garnett,708,0.469827586,0.528358209,21400006,"OCT 29, 2014 - BKN @ BOS",-1,-1,-16,5,2,248,15.2,0,1.4,5.5,2,1,"Sullinger, Jared",203096,1.1,1,2,kevin garnett,708,0.469827586,0.550480769,21400006,"OCT 29, 2014 - BKN @ BOS",-1,-1,-16,4,2,553,5,1,3.6,11.6,2,0,"Bradley, Avery",202340,3.4,0,0,kevin garnett,708,0.469827586,0.555858311
5,21400006,"OCT 29, 2014 - BKN @ BOS",-1,-1,-16,7,3,381,14.5,1,1.4,18.5,2,1,"Olynyk, Kelly",203482,4.1,1,2,kevin garnett,708,0.469827586,0.528358209,21400006,"OCT 29, 2014 - BKN @ BOS",-1,-1,-16,6,3,506,16,0,0.8,20.6,2,1,"Olynyk, Kelly",203482,5.5,1,2,kevin garnett,708,0.469827586,0.528358209,21400006,"OCT 29, 2014 - BKN @ BOS",-1,-1,-16,5,2,248,15.2,0,1.4,5.5,2,1,"Sullinger, Jared",203096,1.1,1,2,kevin garnett,708,0.469827586,0.550480769
6,21400006,"OCT 29, 2014 - BKN @ BOS",-1,-1,-16,8,3,348,10.5,1,1.5,19,2,0,"Olynyk, Kelly",203482,4.2,0,0,kevin garnett,708,0.469827586,0.528358209,21400006,"OCT 29, 2014 - BKN @ BOS",-1,-1,-16,7,3,381,14.5,1,1.4,18.5,2,1,"Olynyk, Kelly",203482,4.1,1,2,kevin garnett,708,0.469827586,0.528358209,21400006,"OCT 29, 2014 - BKN @ BOS",-1,-1,-16,6,3,506,16,0,0.8,20.6,2,1,"Olynyk, Kelly",203482,5.5,1,2,kevin garnett,708,0.469827586,0.528358209
7,21400033,"NOV 01, 2014 - BKN @ DET",-1,1,12,1,1,690,9.1,0,0.9,21.3,2,0,"Smith, Josh",2746,7.3,0,0,kevin garnett,708,0.469827586,0.592156863,21400006,"OCT 29, 2014 - BKN @ BOS",-1,-1,-16,8,3,348,10.5,1,1.5,19,2,0,"Olynyk, Kelly",203482,4.2,0,0,kevin garnett,708,0.469827586,0.528358209,21400006,"OCT 29, 2014 - BKN @ BOS",-1,-1,-16,7,3,381,14.5,1,1.4,18.5,2,1,"Olynyk, Kelly",203482,4.1,1,2,kevin garnett,708,0.469827586,0.528358209
8,21400033,"NOV 01, 2014 - BKN @ DET",-1,1,12,2,1,575,5.7,1,1.3,18.9,2,1,"Jennings, Brandon",201943,6.7,1,2,kevin garnett,708,0.469827586,0.559808612,21400033,"NOV 01, 2014 - BKN @ DET",-1,1,12,1,1,690,9.1,0,0.9,21.3,2,0,"Smith, Josh",2746,7.3,0,0,kevin garnett,708,0.469827586,0.592156863,21400006,"OCT 29, 2014 - BKN @ BOS",-1,-1,-16,8,3,348,10.5,1,1.5,19,2,0,"Olynyk, Kelly",203482,4.2,0,0,kevin garnett,708,0.469827586,0.528358209
9,21400033,"NOV 01, 2014 - BKN @ DET",-1,1,12,3,1,464,12.6,0,1.5,20.3,2,0,"Jennings, Brandon",201943,14.9,0,0,kevin garnett,708,0.469827586,0.559808612,21400033,"NOV 01, 2014 - BKN @ DET",-1,1,12,2,1,575,5.7,1,1.3,18.9,2,1,"Jennings, Brandon",201943,6.7,1,2,kevin garnett,708,0.469827586,0.559808612,21400033,"NOV 01, 2014 - BKN @ DET",-1,1,12,1,1,690,9.1,0,0.9,21.3,2,0,"Smith, Josh",2746,7.3,0,0,kevin garnett,708,0.469827586,0.592156863
10,21400033,"NOV 01, 2014 - BKN @ DET",-1,1,12,4,1,441,13.2,0,0.8,19.1,2,0,"Caldwell-Pope, Kentavious",203484,5.9,0,0,kevin garnett,708,0.469827586,0.534435262,21400033,"NOV 01, 2014 - BKN @ DET",-1,1,12,3,1,464,12.6,0,1.5,20.3,2,0,"Jennings, Brandon",201943,14.9,0,0,kevin garnett,708,0.469827586,0.559808612,21400033,"NOV 01, 2014 - BKN @ DET",-1,1,12,2,1,575,5.7,1,1.3,18.9,2,1,"Jennings, Brandon",201943,6.7,1,2,kevin garnett,708,0.469827586,0.559808612
11,21400033,"NOV 01, 2014 - BKN @ DET",-1,1,12,5,1,381,7,0,1,17.8,2,0,"Monroe, Greg",202328,7.8,0,0,kevin garnett,708,0.469827586,0.523908524,21400033,"NOV 01, 2014 - BKN @ DET",-1,1,12,4,1,441,13.2,0,0.8,19.1,2,0,"Caldwell-Pope, Kentavious",203484,5.9,0,0,kevin garnett,708,0.469827586,0.534435262,21400033,"NOV 01, 2014 - BKN @ DET",-1,1,12,3,1,464,12.6,0,1.5,20.3,2,0,"Jennings, Brandon",201943,14.9,0,0,kevin garnett,708,0.469827586,0.559808612
12,21400033,"NOV 01, 2014 - BKN @ DET",-1,1,12,6,2,443,9.9,0,0.3,1.7,2,1,"Smith, Josh",2746,2.2,1,2,kevin garnett,708,0.469827586,0.592156863,21400033,"NOV 01, 2014 - BKN @ DET",-1,1,12,5,1,381,7,0,1,17.8,2,0,"Monroe, Greg",202328,7.8,0,0,kevin garnett,708,0.469827586,0.523908524,21400033,"NOV 01, 2014 - BKN @ DET",-1,1,12,4,1,441,13.2,0,0.8,19.1,2,0,"Caldwell-Pope, Kentavious",203484,5.9,0,0,kevin garnett,708,0.469827586,0.534435262
16,21400033,"NOV 01, 2014 - BKN @ DET",-1,1,12,13,4,592,13.2,1,2.4,5.9,2,0,"Smith, Josh",2746,0.9,0,0,kevin garnett,708,0.469827586,0.592156863,21400033,"NOV 01, 2014 - BKN @ DET",-1,1,12,12,3,301,1.6,5,8.3,8.1,2,1,"Smith, Josh",2746,2.9,1,2,kevin garnett,708,0.469827586,0.592156863,21400033,"NOV 01, 2014 - BKN @ DET",-1,1,12,11,3,392,5.7,0,1,19.3,2,1,"Smith, Josh",2746,6.2,1,2,kevin garnett,708,0.469827586,0.592156863
17,21400044,"NOV 03, 2014 - BKN vs. OKC",1,1,31,1,1,623,18,0,1,21.5,2,0,"Roberson, Andre",203460,8,0,0,kevin garnett,708,0.469827586,0.620155039,21400033,"NOV 01, 2014 - BKN @ DET",-1,1,12,13,4,592,13.2,1,2.4,5.9,2,0,"Smith, Josh",2746,0.9,0,0,kevin garnett,708,0.469827586,0.592156863,21400033,"NOV 01, 2014 - BKN @ DET",-1,1,12,12,3,301,1.6,5,8.3,8.1,2,1,"Smith, Josh",2746,2.9,1,2,kevin garnett,708,0.469827586,0.592156863
18,21400044,"NOV 03, 2014 - BKN vs. OKC",1,1,31,3,2,660,12.7,0,1,18.2,2,0,"Perkins, Kendrick",2570,5.5,0,0,kevin garnett,708,0.469827586,0.57605178,21400044,"NOV 03, 2014 - BKN vs. OKC",1,1,31,1,1,623,18,0,1,21.5,2,0,"Roberson, Andre",203460,8,0,0,kevin garnett,708,0.469827586,0.620155039,21400033,"NOV 01, 2014 - BKN @ DET",-1,1,12,13,4,592,13.2,1,2.4,5.9,2,0,"Smith, Josh",2746,0.9,0,0,kevin garnett,708,0.469827586,0.592156863
19,21400044,"NOV 03, 2014 - BKN vs. OKC",1,1,31,4,2,590,5.3,1,5.4,10.8,2,1,"Collison, Nick",2555,3.3,1,2,kevin garnett,708,0.469827586,0.524904215,21400044,"NOV 03, 2014 - BKN vs. OKC",1,1,31,3,2,660,12.7,0,1,18.2,2,0,"Perkins, Kendrick",2570,5.5,0,0,kevin garnett,708,0.469827586,0.57605178,21400044,"NOV 03, 2014 - BKN vs. OKC",1,1,31,1,1,623,18,0,1,21.5,2,0,"Roberson, Andre",203460,8,0,0,kevin garnett,708,0.469827586,0.620155039
20,21400044,"NOV 03, 2014 - BKN vs. OKC",1,1,31,5,2,376,2.9,1,1.9,6.5,2,0,"Jones, Perry",203103,3.4,0,0,kevin garnett,708,0.469827586,0.463768116,21400044,"NOV 03, 2014 - BKN vs. OKC",1,1,31,4,2,590,5.3,1,5.4,10.8,2,1,"Collison, Nick",2555,3.3,1,2,kevin garnett,708,0.469827586,0.524904215,21400044,"NOV 03, 2014 - BKN vs. OKC",1,1,31,3,2,660,12.7,0,1,18.2,2,0,"Perkins, Kendrick",2570,5.5,0,0,kevin garnett,708,0.469827586,0.57605178
21,21400044,"NOV 03, 2014 - BKN vs. OKC",1,1,31,6,2,288,11,0,1,13.6,2,1,"Telfair, Sebastian",2742,1.8,1,2,kevin garnett,708,0.469827586,0.553846154,21400044,"NOV 03, 2014 - BKN vs. OKC",1,1,31,5,2,376,2.9,1,1.9,6.5,2,0,"Jones, Perry",203103,3.4,0,0,kevin garnett,708,0.469827586,0.463768116,21400044,"NOV 03, 2014 - BKN vs. OKC",1,1,31,4,2,590,5.3,1,5.4,10.8,2,1,"Collison, Nick",2555,3.3,1,2,kevin garnett,708,0.469827586,0.524904215
22,21400044,"NOV 03, 2014 - BKN vs. OKC",1,1,31,7,3,676,8.7,0,1,17.5,2,0,"Adams, Steven",203500,8.4,0,0,kevin garnett,708,0.469827586,0.556122449,21400044,"NOV 03, 2014 - BKN vs. OKC",1,1,31,6,2,288,11,0,1,13.6,2,1,"Telfair, Sebastian",2742,1.8,1,2,kevin garnett,708,0.469827586,0.553846154,21400044,"NOV 03, 2014 - BKN vs. OKC",1,1,31,5,2,376,2.9,1,1.9,6.5,2,0,"Jones, Perry",203103,3.4,0,0,kevin garnett,708,0.469827586,0.463768116
23,21400044,"NOV 03, 2014 - BKN vs. OKC",1,1,31,8,3,551,10.3,0,1,19,2,1,"Jones, Perry",203103,8.5,1,2,kevin garnett,708,0.469827586,0.463768116,21400044,"NOV 03, 2014 - BKN vs. OKC",1,1,31,7,3,676,8.7,0,1,17.5,2,0,"Adams, Steven",203500,8.4,0,0,kevin garnett,708,0.469827586,0.556122449,21400044,"NOV 03, 2014 - BKN vs. OKC",1,1,31,6,2,288,11,0,1,13.6,2,1,"Telfair, Sebastian",2742,1.8,1,2,kevin garnett,708,0.469827586,0.553846154
24,21400060,"NOV 05, 2014 - BKN vs. MIN",1,-1,-7,1,1,644,6.7,3,3.8,13.8,2,0,"Young, Thaddeus",201152,3.6,0,0,kevin garnett,708,0.469827586,0.522565321,21400044,"NOV 03, 2014 - BKN vs. OKC",1,1,31,8,3,551,10.3,0,1,19,2,1,"Jones, Perry",203103,8.5,1,2,kevin garnett,708,0.469827586,0.463768116,21400044,"NOV 03, 2014 - BKN vs. OKC",1,1,31,7,3,676,8.7,0,1,17.5,2,0,"Adams, Steven",203500,8.4,0,0,kevin garnett,708,0.469827586,0.556122449
25,21400060,"NOV 05, 2014 - BKN vs. MIN",1,-1,-7,3,2,286,14,0,1,20.3,2,1,"Bennett, Anthony",203461,6.3,1,2,kevin garnett,708,0.469827586,0.47029703,21400060,"NOV 05, 2014 - BKN vs. MIN",1,-1,-7,1,1,644,6.7,3,3.8,13.8,2,0,"Young, Thaddeus",201152,3.6,0,0,kevin garnett,708,0.469827586,0.522565321,21400044,"NOV 03, 2014 - BKN vs. OKC",1,1,31,8,3,551,10.3,0,1,19,2,1,"Jones, Perry",203103,8.5,1,2,kevin garnett,708,0.469827586,0.463768116
26,21400060,"NOV 05, 2014 - BKN vs. MIN",1,-1,-7,4,2,99,16.2,0,0.9,20.8,2,0,"Young, Thaddeus",201152,7.6,0,0,kevin garnett,708,0.469827586,0.522565321,21400060,"NOV 05, 2014 - BKN vs. MIN",1,-1,-7,3,2,286,14,0,1,20.3,2,1,"Bennett, Anthony",203461,6.3,1,2,kevin garnett,708,0.469827586,0.47029703,21400060,"NOV 05, 2014 - BKN vs. MIN",1,-1,-7,1,1,644,6.7,3,3.8,13.8,2,0,"Young, Thaddeus",201152,3.6,0,0,kevin garnett,708,0.469827586,0.522565321
27,21400060,"NOV 05, 2014 - BKN vs. MIN",1,-1,-7,6,3,704,7.9,1,2.9,8.8,2,0,"Young, Thaddeus",201152,0.1,0,0,kevin garnett,708,0.469827586,0.522565321,21400060,"NOV 05, 2014 - BKN vs. MIN",1,-1,-7,4,2,99,16.2,0,0.9,20.8,2,0,"Young, Thaddeus",201152,7.6,0,0,kevin garnett,708,0.469827586,0.522565321,21400060,"NOV 05, 2014 - BKN vs. MIN",1,-1,-7,3,2,286,14,0,1,20.3,2,1,"Bennett, Anthony",203461,6.3,1,2,kevin garnett,708,0.469827586,0.47029703
28,21400075,"NOV 07, 2014 - BKN vs. NYK",1,1,11,1,3,690,11.2,1,2.5,7.1,2,1,"Acy, Quincy",203112,1.3,1,2,kevin garnett,708,0.469827586,0.566210046,21400060,"NOV 05, 2014 - BKN vs. MIN",1,-1,-7,6,3,704,7.9,1,2.9,8.8,2,0,"Young, Thaddeus",201152,0.1,0,0,kevin garnett,708,0.469827586,0.522565321,21400060,"NOV 05, 2014 - BKN vs. MIN",1,-1,-7,4,2,99,16.2,0,0.9,20.8,2,0,"Young, Thaddeus",201152,7.6,0,0,kevin garnett,708,0.469827586,0.522565321
29,21400075,"NOV 07, 2014 - BKN vs. NYK",1,1,11,2,3,523,6,1,2.7,11.7,2,0,"Smith, Jason",201160,3.5,0,0,kevin garnett,708,0.469827586,0.550898204,21400075,"NOV 07, 2014 - BKN vs. NYK",1,1,11,1,3,690,11.2,1,2.5,7.1,2,1,"Acy, Quincy",203112,1.3,1,2,kevin garnett,708,0.469827586,0.566210046,21400060,"NOV 05, 2014 - BKN vs. MIN",1,-1,-7,6,3,704,7.9,1,2.9,8.8,2,0,"Young, Thaddeus",201152,0.1,0,0,kevin garnett,708,0.469827586,0.522565321
30,21400075,"NOV 07, 2014 - BKN vs. NYK",1,1,11,3,3,463,15.9,0,0.7,20.7,2,1,"Stoudemire, Amar'e",2405,7.3,1,2,kevin garnett,708,0.469827586,0.529411765,21400075,"NOV 07, 2014 - BKN vs. NYK",1,1,11,2,3,523,6,1,2.7,11.7,2,0,"Smith, Jason",201160,3.5,0,0,kevin garnett,708,0.469827586,0.550898204,21400075,"NOV 07, 2014 - BKN vs. NYK",1,1,11,1,3,690,11.2,1,2.5,7.1,2,1,"Acy, Quincy",203112,1.3,1,2,kevin garnett,708,0.469827586,0.566210046
31,21400090,"NOV 09, 2014 - BKN vs. ORL",1,1,8,1,1,635,11,0,1,21.1,2,0,"Frye, Channing",101112,13.2,0,0,kevin garnett,708,0.469827586,0.482142857,21400075,"NOV 07, 2014 - BKN vs. NYK",1,1,11,3,3,463,15.9,0,0.7,20.7,2,1,"Stoudemire, Amar'e",2405,7.3,1,2,kevin garnett,708,0.469827586,0.529411765,21400075,"NOV 07, 2014 - BKN vs. NYK",1,1,11,2,3,523,6,1,2.7,11.7,2,0,"Smith, Jason",201160,3.5,0,0,kevin garnett,708,0.469827586,0.550898204
32,21400090,"NOV 09, 2014 - BKN vs. ORL",1,1,8,3,1,521,17,0,1,20.5,2,0,"Payton, Elfrid",203901,7.8,0,0,kevin garnett,708,0.469827586,0.541778976,21400090,"NOV 09, 2014 - BKN vs. ORL",1,1,8,1,1,635,11,0,1,21.1,2,0,"Frye, Channing",101112,13.2,0,0,kevin garnett,708,0.469827586,0.482142857,21400075,"NOV 07, 2014 - BKN vs. NYK",1,1,11,3,3,463,15.9,0,0.7,20.7,2,1,"Stoudemire, Amar'e",2405,7.3,1,2,kevin garnett,708,0.469827586,0.529411765
33,21400090,"NOV 09, 2014 - BKN vs. ORL",1,1,8,4,2,360,11.9,0,1.1,18.9,2,0,"Frye, Channing",101112,7,0,0,kevin garnett,708,0.469827586,0.482142857,21400090,"NOV 09, 2014 - BKN vs. ORL",1,1,8,3,1,521,17,0,1,20.5,2,0,"Payton, Elfrid",203901,7.8,0,0,kevin garnett,708,0.469827586,0.541778976,21400090,"NOV 09, 2014 - BKN vs. ORL",1,1,8,1,1,635,11,0,1,21.1,2,0,"Frye, Channing",101112,13.2,0,0,kevin garnett,708,0.469827586,0.482142857
34,21400090,"NOV 09, 2014 - BKN vs. ORL",1,1,8,6,2,91,4.6,0,1.1,9,2,0,"Vucevic, Nikola",202696,3.6,0,0,kevin garnett,708,0.469827586,0.530141844,21400090,"NOV 09, 2014 - BKN vs. ORL",1,1,8,4,2,360,11.9,0,1.1,18.9,2,0,"Frye, Channing",101112,7,0,0,kevin garnett,708,0.469827586,0.482142857,21400090,"NOV 09, 2014 - BKN vs. ORL",1,1,8,3,1,521,17,0,1,20.5,2,0,"Payton, Elfrid",203901,7.8,0,0,kevin garnett,708,0.469827586,0.541778976
35,21400090,"NOV 09, 2014 - BKN vs. ORL",1,1,8,7,3,659,6.1,1,1.8,12.8,2,1,"Frye, Channing",101112,3.7,1,2,kevin garnett,708,0.469827586,0.482142857,21400090,"NOV 09, 2014 - BKN vs. ORL",1,1,8,6,2,91,4.6,0,1.1,9,2,0,"Vucevic, Nikola",202696,3.6,0,0,kevin garnett,708,0.469827586,0.530141844,21400090,"NOV 09, 2014 - BKN vs. ORL",1,1,8,4,2,360,11.9,0,1.1,18.9,2,0,"Frye, Channing",101112,7,0,0,kevin garnett,708,0.469827586,0.482142857
36,21400090,"NOV 09, 2014 - BKN vs. ORL",1,1,8,8,3,524,7.2,0,0.9,19.3,2,0,"Vucevic, Nikola",202696,11.4,0,0,kevin garnett,708,0.469827586,0.530141844,21400090,"NOV 09, 2014 - BKN vs. ORL",1,1,8,7,3,659,6.1,1,1.8,12.8,2,1,"Frye, Channing",101112,3.7,1,2,kevin garnett,708,0.469827586,0.482142857,21400090,"NOV 09, 2014 - BKN vs. ORL",1,1,8,6,2,91,4.6,0,1.1,9,2,0,"Vucevic, Nikola",202696,3.6,0,0,kevin garnett,708,0.469827586,0.530141844
37,21400090,"NOV 09, 2014 - BKN vs. ORL",1,1,8,9,3,234,0,0,2.1,18.8,2,1,"Frye, Channing",101112,4,1,2,kevin garnett,708,0.469827586,0.482142857,21400090,"NOV 09, 2014 - BKN vs. ORL",1,1,8,8,3,524,7.2,0,0.9,19.3,2,0,"Vucevic, Nikola",202696,11.4,0,0,kevin garnett,708,0.469827586,0.530141844,21400090,"NOV 09, 2014 - BKN vs. ORL",1,1,8,7,3,659,6.1,1,1.8,12.8,2,1,"Frye, Channing",101112,3.7,1,2,kevin garnett,708,0.469827586,0.482142857
38,21400116,"NOV 12, 2014 - BKN @ PHX",-1,-1,-8,1,1,704,9.7,1,2.2,9.5,2,0,"Morris, Markieff",202693,3.9,0,0,kevin garnett,708,0.469827586,0.531453362,21400090,"NOV 09, 2014 - BKN vs. ORL",1,1,8,9,3,234,0,0,2.1,18.8,2,1,"Frye, Channing",101112,4,1,2,kevin garnett,708,0.469827586,0.482142857,21400090,"NOV 09, 2014 - BKN vs. ORL",1,1,8,8,3,524,7.2,0,0.9,19.3,2,0,"Vucevic, Nikola",202696,11.4,0,0,kevin garnett,708,0.469827586,0.530141844
39,21400116,"NOV 12, 2014 - BKN @ PHX",-1,-1,-8,2,1,606,18.9,1,1,10.7,2,0,"Plumlee, Miles",203101,4.5,0,0,kevin garnett,708,0.469827586,0.482666667,21400116,"NOV 12, 2014 - BKN @ PHX",-1,-1,-8,1,1,704,9.7,1,2.2,9.5,2,0,"Morris, Markieff",202693,3.9,0,0,kevin garnett,708,0.469827586,0.531453362,21400090,"NOV 09, 2014 - BKN vs. ORL",1,1,8,9,3,234,0,0,2.1,18.8,2,1,"Frye, Channing",101112,4,1,2,kevin garnett,708,0.469827586,0.482142857
40,21400116,"NOV 12, 2014 - BKN @ PHX",-1,-1,-8,3,1,577,8.1,0,0.7,4.6,2,1,"Morris, Markieff",202693,1.6,1,2,kevin garnett,708,0.469827586,0.531453362,21400116,"NOV 12, 2014 - BKN @ PHX",-1,-1,-8,2,1,606,18.9,1,1,10.7,2,0,"Plumlee, Miles",203101,4.5,0,0,kevin garnett,708,0.469827586,0.482666667,21400116,"NOV 12, 2014 - BKN @ PHX",-1,-1,-8,1,1,704,9.7,1,2.2,9.5,2,0,"Morris, Markieff",202693,3.9,0,0,kevin garnett,708,0.469827586,0.531453362
41,21400116,"NOV 12, 2014 - BKN @ PHX",-1,-1,-8,4,1,498,13.2,0,4.7,9.3,2,1,"Morris, Markieff",202693,2.6,1,2,kevin garnett,708,0.469827586,0.531453362,21400116,"NOV 12, 2014 - BKN @ PHX",-1,-1,-8,3,1,577,8.1,0,0.7,4.6,2,1,"Morris, Markieff",202693,1.6,1,2,kevin garnett,708,0.469827586,0.531453362,21400116,"NOV 12, 2014 - BKN @ PHX",-1,-1,-8,2,1,606,18.9,1,1,10.7,2,0,"Plumlee, Miles",203101,4.5,0,0,kevin garnett,708,0.469827586,0.482666667
42,21400116,"NOV 12, 2014 - BKN @ PHX",-1,-1,-8,5,2,517,6.3,2,4,11.4,2,0,"Morris, Markieff",202693,2.4,0,0,kevin garnett,708,0.469827586,0.531453362,21400116,"NOV 12, 2014 - BKN @ PHX",-1,-1,-8,4,1,498,13.2,0,4.7,9.3,2,1,"Morris, Markieff",202693,2.6,1,2,kevin garnett,708,0.469827586,0.531453362,21400116,"NOV 12, 2014 - BKN @ PHX",-1,-1,-8,3,1,577,8.1,0,0.7,4.6,2,1,"Morris, Markieff",202693,1.6,1,2,kevin garnett,708,0.469827586,0.531453362
43,21400116,"NOV 12, 2014 - BKN @ PHX",-1,-1,-8,6,2,353,11.8,0,1.4,7.7,2,1,"Plumlee, Miles",203101,3.2,1,2,kevin garnett,708,0.469827586,0.482666667,21400116,"NOV 12, 2014 - BKN @ PHX",-1,-1,-8,5,2,517,6.3,2,4,11.4,2,0,"Morris, Markieff",202693,2.4,0,0,kevin garnett,708,0.469827586,0.531453362,21400116,"NOV 12, 2014 - BKN @ PHX",-1,-1,-8,4,1,498,13.2,0,4.7,9.3,2,1,"Morris, Markieff",202693,2.6,1,2,kevin garnett,708,0.469827586,0.531453362
44,21400116,"NOV 12, 2014 - BKN @ PHX",-1,-1,-8,7,3,424,8.2,0,0.8,19.2,2,1,"Dragic, Goran",201609,7,1,2,kevin garnett,708,0.469827586,0.550531915,21400116,"NOV 12, 2014 - BKN @ PHX",-1,-1,-8,6,2,353,11.8,0,1.4,7.7,2,1,"Plumlee, Miles",203101,3.2,1,2,kevin garnett,708,0.469827586,0.482666667,21400116,"NOV 12, 2014 - BKN @ PHX",-1,-1,-8,5,2,517,6.3,2,4,11.4,2,0,"Morris, Markieff",202693,2.4,0,0,kevin garnett,708,0.469827586,0.531453362
45,21400116,"NOV 12, 2014 - BKN @ PHX",-1,-1,-8,8,4,494,6.4,0,0.7,17.8,2,1,"Plumlee, Miles",203101,8.4,1,2,kevin garnett,708,0.469827586,0.482666667,21400116,"NOV 12, 2014 - BKN @ PHX",-1,-1,-8,7,3,424,8.2,0,0.8,19.2,2,1,"Dragic, Goran",201609,7,1,2,kevin garnett,708,0.469827586,0.550531915,21400116,"NOV 12, 2014 - BKN @ PHX",-1,-1,-8,6,2,353,11.8,0,1.4,7.7,2,1,"Plumlee, Miles",203101,3.2,1,2,kevin garnett,708,0.469827586,0.482666667
46,21400121,"NOV 13, 2014 - BKN @ GSW",-1,-1,-8,1,1,605,5.1,0,1.3,20.8,2,1,"Green, Draymond",203110,7.5,1,2,kevin garnett,708,0.469827586,0.604340568,21400116,"NOV 12, 2014 - BKN @ PHX",-1,-1,-8,8,4,494,6.4,0,0.7,17.8,2,1,"Plumlee, Miles",203101,8.4,1,2,kevin garnett,708,0.469827586,0.482666667,21400116,"NOV 12, 2014 - BKN @ PHX",-1,-1,-8,7,3,424,8.2,0,0.8,19.2,2,1,"Dragic, Goran",201609,7,1,2,kevin garnett,708,0.469827586,0.550531915
47,21400121,"NOV 13, 2014 - BKN @ GSW",-1,-1,-8,2,1,572,5.8,0,1,5.2,2,1,"Green, Draymond",203110,2.1,1,2,kevin garnett,708,0.469827586,0.604340568,21400121,"NOV 13, 2014 - BKN @ GSW",-1,-1,-8,1,1,605,5.1,0,1.3,20.8,2,1,"Green, Draymond",203110,7.5,1,2,kevin garnett,708,0.469827586,0.604340568,21400116,"NOV 12, 2014 - BKN @ PHX",-1,-1,-8,8,4,494,6.4,0,0.7,17.8,2,1,"Plumlee, Miles",203101,8.4,1,2,kevin garnett,708,0.469827586,0.482666667
